timestamp,open,high,low,close,volume
2024-06-17 08:00:00+00:00,542.55,543.4,541.94,542.71,117389.0
2024-06-17 12:00:00+00:00,542.47,544.03,541.6072,543.7,14659534.0
2024-06-17 16:00:00+00:00,543.69,548.53,543.66,547.05,31508114.0
2024-06-17 20:00:00+00:00,547.02,547.64,546.59,547.54,7026463.0
2024-06-18 08:00:00+00:00,546.88,547.5,546.61,547.0,91325.0
2024-06-18 12:00:00+00:00,547.0686,548.22,546.66,547.805,11633387.0
2024-06-18 16:00:00+00:00,547.8001,548.62,547.09,548.49,22475867.0
2024-06-18 20:00:00+00:00,548.48,548.979,548.11,548.8,5263178.0
2024-06-20 08:00:00+00:00,550.12,550.77,549.52,550.261,125148.0
2024-06-20 12:00:00+00:00,550.69,551.12,548.32,548.36,14419244.0
2024-06-20 16:00:00+00:00,548.34,548.66,545.18,546.95,38716067.0
2024-06-20 20:00:00+00:00,546.93,547.24,546.44,547.18,15727282.0
2024-06-21 00:00:00+00:00,547.17,547.17,547.17,547.17,1000.0
2024-06-21 08:00:00+00:00,544.93,545.37,543.92,544.52,283522.0
2024-06-21 12:00:00+00:00,544.94,546.09,543.02,545.52,20905825.0
2024-06-21 16:00:00+00:00,545.55,545.65,543.5589,544.12,25836240.0
2024-06-21 20:00:00+00:00,544.08,545.04,540.4,544.36,11174216.0
2024-06-24 08:00:00+00:00,545.12,545.73,544.4,544.91,129809.0
2024-06-24 12:00:00+00:00,545.27,546.95,543.76,546.17,13313299.0
2024-06-24 16:00:00+00:00,546.15,546.226,542.63,542.65,24097451.0
2024-06-24 20:00:00+00:00,542.74,543.11,542.21,543.08,5358310.0
2024-06-25 08:00:00+00:00,542.69,544.15,542.46,543.92,295532.0
2024-06-25 12:00:00+00:00,543.9996,544.48,542.8,544.35,12462051.0
2024-06-25 16:00:00+00:00,544.34,545.2,542.44,544.78,20659912.0
2024-06-25 20:00:00+00:00,544.79,544.98,544.44,544.6898,3489485.0
2024-06-26 08:00:00+00:00,546.19,546.55,544.64,544.98,108368.0
2024-06-26 12:00:00+00:00,545.05,546.01,543.03,545.32,11336879.0
2024-06-26 16:00:00+00:00,545.32,546.24,544.01,545.52,18830163.0
2024-06-26 20:00:00+00:00,545.5,545.649,543.79,543.98,6923456.0
2024-06-27 08:00:00+00:00,544.7,545.35,544.41,544.95,104765.0
2024-06-27 12:00:00+00:00,545.05,546.96,543.92,545.225,12381997.0
2024-06-27 16:00:00+00:00,545.25,546.43,544.61,546.35,16486902.0
2024-06-27 20:00:00+00:00,546.34,547.19,545.6308,547.08,4500123.0
2024-06-28 08:00:00+00:00,547.78,548.57,547.6,548.31,310206.0
2024-06-28 12:00:00+00:00,548.35,550.28,546.67,547.72,16577443.0
2024-06-28 16:00:00+00:00,547.71,547.83,542.95,544.09,42752938.0
2024-06-28 20:00:00+00:00,544.12,545.24,543.9565,545.1216,12383494.0
