timestamp,open,high,low,close,volume
2024-06-17 08:00:00+00:00,132.87,133.0,132.27,132.8,368647.0
2024-06-17 08:15:00+00:00,132.83,132.98,132.75,132.81,200172.0
2024-06-17 08:30:00+00:00,132.81,133.0,132.53,132.63,184970.0
2024-06-17 08:45:00+00:00,132.66,132.75,132.55,132.75,85887.0
2024-06-17 09:00:00+00:00,132.74,132.86,132.7,132.84,86163.0
2024-06-17 09:15:00+00:00,132.84,132.85,132.68,132.77,82288.0
2024-06-17 09:30:00+00:00,132.76,132.8,132.65,132.7,69152.0
2024-06-17 09:45:00+00:00,132.7,132.73,132.6,132.69,59340.0
2024-06-17 10:00:00+00:00,132.69,132.71,132.51,132.58,100983.0
2024-06-17 10:15:00+00:00,132.6,132.66,132.29,132.32,106781.0
2024-06-17 10:30:00+00:00,132.32,132.49,132.25,132.34,95926.0
2024-06-17 10:45:00+00:00,132.32,132.45,132.19,132.34,81288.0
2024-06-17 11:00:00+00:00,132.34,132.6,132.07,132.49,461608.0
2024-06-17 11:15:00+00:00,132.5,132.68,132.49,132.59,293626.0
2024-06-17 11:30:00+00:00,132.589,132.88,132.52,132.83,371151.0
2024-06-17 11:45:00+00:00,132.83,133.6,132.82,133.21,820894.0
2024-06-17 12:00:00+00:00,132.4,133.45,132.2,133.32,2930034.0
2024-06-17 12:15:00+00:00,133.32,133.58,133.3,133.43,1060292.0
2024-06-17 12:30:00+00:00,133.459,133.58,133.3,133.57,911952.0
2024-06-17 12:45:00+00:00,133.57,133.7,133.04,133.29,1345405.0
2024-06-17 13:00:00+00:00,133.27,133.59,133.26,133.38,954255.0
2024-06-17 13:15:00+00:00,133.36,133.79,132.92,132.98,1742273.0
2024-06-17 13:30:00+00:00,132.99,133.73,132.2776,132.61,31483444.0
2024-06-17 13:45:00+00:00,132.61,132.85,130.73,132.4613,27910306.0
2024-06-17 14:00:00+00:00,132.47,132.6,131.35,131.86,13238696.0
2024-06-17 14:15:00+00:00,131.85,132.04,129.58,130.23,19584502.0
2024-06-17 14:30:00+00:00,130.3065,131.08,130.17,130.7,11555470.0
2024-06-17 14:45:00+00:00,130.6899,130.94,130.25,130.42,7465248.0
2024-06-17 15:00:00+00:00,130.42,131.45,130.42,131.085,8517727.0
2024-06-17 15:15:00+00:00,131.09,131.46,130.8,131.21,6746894.0
2024-06-17 15:30:00+00:00,131.22,131.43,130.84,131.19,5953789.0
2024-06-17 15:45:00+00:00,131.18,131.32,130.45,130.9399,5718620.0
2024-06-17 16:00:00+00:00,130.93,131.0,130.61,130.89,9307091.0
2024-06-17 16:15:00+00:00,130.8899,132.0,130.82,131.98,8006478.0
2024-06-17 16:30:00+00:00,131.985,132.43,131.64,132.375,9086161.0
2024-06-17 16:45:00+00:00,132.3759,132.46,131.62,131.64,6924647.0
2024-06-17 17:00:00+00:00,131.65,132.135,131.64,131.93,4675402.0
2024-06-17 17:15:00+00:00,131.945,132.4,131.82,131.94,5286902.0
2024-06-17 17:30:00+00:00,131.94,132.27,131.83,132.1399,4469968.0
2024-06-17 17:45:00+00:00,132.13,132.35,131.93,132.15,5429609.0
2024-06-17 18:00:00+00:00,132.16,132.53,131.87,131.87,7037950.0
2024-06-17 18:15:00+00:00,131.87,132.16,131.87,132.075,4734091.0
2024-06-17 18:30:00+00:00,132.08,132.38,132.05,132.205,4666627.0
2024-06-17 18:45:00+00:00,132.205,132.58,132.15,132.45,6651165.0
2024-06-17 19:00:00+00:00,132.44,132.47,132.02,132.27,5245727.0
2024-06-17 19:15:00+00:00,132.26,132.49,132.16,132.25,4709345.0
2024-06-17 19:30:00+00:00,132.24,132.43,131.99,132.18,7394434.0
2024-06-17 19:45:00+00:00,132.2,132.23,130.96,131.09,16614676.0
2024-06-17 20:00:00+00:00,131.09,131.19,130.3705,130.45,3925589.0
2024-06-17 20:15:00+00:00,130.42,131.4795,130.42,131.12,1614125.0
2024-06-17 20:30:00+00:00,131.1001,131.29,131.01,131.18,418727.0
2024-06-17 20:45:00+00:00,131.18,131.21,130.95,131.03,223302.0
2024-06-17 21:00:00+00:00,131.0399,132.89,131.0,131.03,183983.0
2024-06-17 21:15:00+00:00,131.03,131.15,131.0102,131.1,156793.0
2024-06-17 21:30:00+00:00,131.09,131.12,130.9,130.94,172117.0
2024-06-17 21:45:00+00:00,130.94,131.0,130.75,130.84,195918.0
2024-06-17 22:00:00+00:00,130.84,131.05,130.82,131.03,105263.0
2024-06-17 22:15:00+00:00,131.0124,131.13,130.98,131.09,124176.0
2024-06-17 22:30:00+00:00,131.08,131.09,131.02,131.05,77812.0
