timestamp,open,high,low,close,volume
2024-06-17 08:00:00+00:00,212.62,214.61,212.62,213.92,485318.0
2024-06-17 12:00:00+00:00,213.78,218.0,212.43,216.345,39571357.0
2024-06-17 16:00:00+00:00,216.34,218.95,215.48,216.71,40051396.0
2024-06-17 20:00:00+00:00,216.67,217.2,216.46,216.76,2367716.0
2024-06-18 08:00:00+00:00,216.81,218.36,215.0,217.83,365393.0
2024-06-18 12:00:00+00:00,217.8,218.63,213.41,213.59,36083748.0
2024-06-18 16:00:00+00:00,213.58,215.1,213.0,214.38,31530033.0
2024-06-18 20:00:00+00:00,214.29,214.58,213.9,214.02,1901983.0
2024-06-20 08:00:00+00:00,215.31,215.31,213.5,213.65,273194.0
2024-06-20 12:00:00+00:00,214.3,214.7755,209.42,210.8738,36744073.0
2024-06-20 16:00:00+00:00,210.88,211.04,208.85,209.56,35032790.0
2024-06-20 20:00:00+00:00,209.68,210.18,209.5,210.0,2391554.0
2024-06-21 08:00:00+00:00,209.47,210.77,208.67,210.35,277385.0
2024-06-21 12:00:00+00:00,210.3,211.95,209.0502,211.2693,39620227.0
2024-06-21 16:00:00+00:00,211.28,211.5,207.11,207.11,44411167.0
2024-06-21 20:00:00+00:00,207.49,208.49,207.1,207.22,16325274.0
2024-06-24 08:00:00+00:00,207.4,208.2,206.91,207.75,414905.0
2024-06-24 12:00:00+00:00,207.7504,212.7,206.59,211.8499,33995334.0
2024-06-24 16:00:00+00:00,211.83,211.85,207.8446,208.15,30136282.0
2024-06-24 20:00:00+00:00,208.14,209.1599,208.14,209.12,2938207.0
2024-06-25 08:00:00+00:00,208.92,209.85,208.51,209.7,210911.0
2024-06-25 12:00:00+00:00,209.7,211.38,208.61,210.33,22105588.0
2024-06-25 16:00:00+00:00,210.32,210.6701,208.82,209.07,17928992.0
2024-06-25 20:00:00+00:00,209.07,209.69,208.9,209.14,2241893.0
2024-06-26 08:00:00+00:00,209.35,211.64,209.35,211.15,339173.0
2024-06-26 12:00:00+00:00,210.9,214.44,209.11,214.27,27517925.0
2024-06-26 16:00:00+00:00,214.26,214.86,212.72,213.1,24934593.0
2024-06-26 20:00:00+00:00,213.25,213.3,212.5,212.8,3146967.0
2024-06-27 08:00:00+00:00,213.08,214.34,212.8,214.16,118258.0
2024-06-27 12:00:00+00:00,213.92,215.7395,212.35,213.205,23113144.0
2024-06-27 16:00:00+00:00,213.2,214.19,213.05,214.11,17692937.0
2024-06-27 20:00:00+00:00,214.07,214.51,213.58,214.45,815216.0
2024-06-28 08:00:00+00:00,214.12,216.37,214.12,215.92,262650.0
2024-06-28 12:00:00+00:00,215.8,216.26,213.5703,214.19,22425549.0
2024-06-28 16:00:00+00:00,214.185,214.53,210.3,210.61,30098246.0
2024-06-28 20:00:00+00:00,210.63,211.7,210.55,211.66,8268218.0
2024-07-01 08:00:00+00:00,211.89,211.89,210.5,211.65,157237.0
2024-07-01 12:00:00+00:00,211.32,215.73,210.62,215.69,25116533.0
